qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore
KAE8750303.1,visual_opsin_Frankliniella_occidentalis_LW2,100.0,322,0,0,28,349,1,322,0.0,664.0
KAE8740356.1,visual_opsin_S290,48.243,313,143,4,36,344,101,398,7.94e-95,288.0
KAE8736982.1,visual_opsin_Frankliniella_occidentalis_SW,100.0,325,0,0,37,361,1,325,0.0,676.0
QPZ85618.1,visual_opsin_S206,80.912,351,67,0,1,351,1,351,0.0,612.0
QPZ85614.1,visual_opsin_S191,83.188,345,58,0,1,345,1,345,0.0,600.0
QPZ85606.1,visual_opsin_S10,97.708,349,8,0,4,352,1,349,0.0,708.0
XP_013189733.2,visual_opsin_S91,22.936,327,228,9,1,316,1,314,1.3e-17,79.3
QPF71149.1,visual_opsin_Pseudomallada_prasinus_UV,83.333,324,54,0,32,355,1,324,0.0,582.0
QPF71148.1,visual_opsin_S250,79.156,379,77,1,1,377,1,379,0.0,630.0
P35361.1,visual_opsin_S291,100.0,362,0,0,1,362,1,362,0.0,749.0
P35360.1,visual_opsin_S291,99.171,362,3,0,1,362,1,362,0.0,746.0
NP_001301067.1,visual_opsin_Locusta_migratoria_UV,52.294,327,151,3,32,356,1,324,1.0400000000000001e-121,351.0
XP_022251239.1,visual_opsin_S314,23.311,296,196,8,13,299,36,309,1e-15,73.9
XP_022247174.1,visual_opsin_S107,35.362,345,207,6,46,381,39,376,1.83e-63,205.0
XP_022240090.1,visual_opsin_S290,40.884,362,200,3,13,372,66,415,3.58e-93,286.0
XP_022241099.1,visual_opsin_S290,41.787,347,185,3,13,354,62,396,1.3499999999999999e-95,292.0
ANF89423.1,visual_opsin_S290,41.787,347,185,3,13,354,62,396,1.4599999999999998e-95,292.0
ANF89422.1,visual_opsin_S290,40.884,362,200,3,18,377,66,415,3.18e-93,287.0
AIT75832.1,visual_opsin_S291,68.802,359,110,1,7,365,6,362,0.0,528.0
AIT75831.1,visual_opsin_S291,43.22,354,192,2,29,380,14,360,5.08e-109,321.0
AIT75830.1,visual_opsin_S291,50.857,350,166,2,32,379,17,362,1.27e-127,368.0
XP_045394181.1,visual_opsin_S176,94.505,364,20,0,16,379,1,364,0.0,708.0
XP_045407474.1,visual_opsin_S177,98.563,348,5,0,1,348,1,348,0.0,709.0
XP_045420144.1,visual_opsin_S238,91.429,350,29,1,1,349,1,350,0.0,662.0
AVR48130.1,visual_opsin_S62,89.736,341,35,0,1,341,1,341,0.0,649.0
XP_008069734.1,visual_opsin_S260,95.055,364,18,0,1,364,1,364,0.0,729.0
XP_008061781.1,visual_opsin_S94,89.826,344,35,0,3,346,5,348,0.0,653.0
XP_008046011.1,visual_opsin_S357,96.839,348,11,0,1,348,1,348,0.0,699.0
APP17987.1,visual_opsin_S94,89.826,344,35,0,3,346,5,348,0.0,652.0
APP17986.1,visual_opsin_S94,89.535,344,36,0,3,346,5,348,0.0,650.0
CAA77257.1,visual_opsin_S309,92.655,354,24,1,1,352,1,354,0.0,662.0
NP_999386.1,visual_opsin_S320,97.701,348,8,0,1,348,1,348,0.0,709.0
NP_999255.1,visual_opsin_S180,92.593,351,24,1,1,351,1,349,0.0,674.0
NP_001011506.1,visual_opsin_S133,97.253,364,10,0,1,364,1,364,0.0,736.0
AMP19652.1,visual_opsin_S250,56.215,354,153,1,22,373,24,377,4.24e-156,441.0
AMP19650.1,visual_opsin_Nephotettix_cincticeps_LW,48.598,321,163,2,18,338,2,320,2.6000000000000002e-110,322.0
AMP19648.1,visual_opsin_S242,43.454,359,197,4,22,378,19,373,1.04e-101,302.0
ACB99465.1,visual_opsin_S149,92.997,357,24,1,1,356,1,357,0.0,695.0
ACB99463.1,visual_opsin_S148,87.921,356,43,0,1,356,1,356,0.0,642.0
AQZ42275.1,visual_opsin_S151,97.727,352,8,0,1,352,1,352,0.0,710.0
AQZ42175.1,visual_opsin_S156,98.588,354,5,0,1,354,1,354,0.0,721.0
XP_073456345.1,visual_opsin_S336,100.0,362,0,0,1,362,1,362,0.0,747.0
XP_073456344.1,visual_opsin_S252,87.397,365,46,0,1,365,1,365,0.0,670.0
XP_073447859.1,visual_opsin_S112,100.0,354,0,0,1,354,1,354,0.0,731.0
XP_073488932.1,NP_001280060_Anolis_carolinensis_parapinopsin,27.304,293,179,13,31,317,39,303,7.16e-12,61.6
XP_073475389.1,visual_opsin_S235,81.194,335,63,0,1,335,4,338,0.0,593.0
UVC66216.1,visual_opsin_S300,87.5,352,43,1,1,352,1,351,0.0,641.0
UVC66188.1,visual_opsin_S191,86.087,345,48,0,1,345,1,345,0.0,615.0
UVC66187.1,visual_opsin_S198,86.686,353,42,1,1,353,1,348,0.0,619.0
QPZ85631.1,visual_opsin_S198,87.252,353,40,1,1,353,1,348,0.0,624.0
QPZ85627.1,visual_opsin_S198,86.686,353,42,1,1,353,1,348,0.0,621.0
QPZ85622.1,visual_opsin_S206,82.336,351,61,1,1,350,1,351,0.0,605.0
QPZ85610.1,visual_opsin_S1,99.43,351,2,0,1,351,1,351,0.0,716.0
AAB39524.1,visual_opsin_S1,100.0,351,0,0,1,351,1,351,0.0,721.0
XP_053530964.1,XP_040523482_opsin3_G_gallus,38.889,306,177,3,23,321,18,320,2.3800000000000003e-73,228.0
XP_017343894.2,visual_opsin_Cloeon_dipterum_LW1,37.304,319,185,4,1,313,10,319,9.110000000000001e-73,228.0
XP_047016466.2,XP_034551179_Notolabrus_celidotus_parapinopsin_a,32.74,281,179,5,23,299,29,303,5.36e-43,149.0
XP_017350455.2,XP_005996890_opsin_3_Latimeria_chalumnae,35.616,365,213,6,63,409,7,367,1.64e-75,237.0
XP_017326070.1,XP_040523482_opsin3_G_gallus,43.333,300,153,3,20,308,27,320,2.7e-81,250.0
XP_017323575.1,visual_opsin_S70,90.087,343,34,0,1,343,1,343,0.0,660.0
XP_017323342.1,visual_opsin_S164,87.006,354,46,0,1,354,1,354,0.0,630.0
XP_017308207.1,XP_040523482_opsin3_G_gallus,39.456,294,168,3,23,309,18,308,6.04e-73,226.0
XP_017308205.1,XP_040523482_opsin3_G_gallus,39.274,303,174,3,23,318,18,317,7.979999999999999e-74,231.0
XP_017352009.1,visual_opsin_S59,56.268,343,142,1,1,335,1,343,4.0300000000000003e-144,407.0
XP_017352008.1,visual_opsin_S82,85.196,358,52,1,1,358,1,357,0.0,638.0
XP_017350454.1,NP_001104634_opsin3_D_rerio,34.831,356,205,6,135,466,25,377,6.22e-75,237.0
XP_017333830.1,XP_008320427_Cynoglossus_semilaevis_VA_a,33.016,315,186,10,9,316,16,312,7.93e-46,159.0
AHH38144.1,visual_opsin_S59,56.56,343,141,1,1,335,1,343,7.01e-145,409.0
Q25158.1,visual_opsin_Aspisoma_sp_LW,47.664,321,166,2,31,351,2,320,4.06e-110,322.0
Q25157.1,visual_opsin_S242,41.91,377,215,4,1,377,1,373,6.600000000000001e-109,320.0
BAD14291.1,visual_opsin_S238,90.286,350,33,1,1,349,1,350,0.0,655.0
XP_037922073.1,visual_opsin_S166,69.892,372,110,2,1,371,1,371,0.0,531.0
XP_037908911.1,visual_opsin_S290,60.486,329,128,1,1,329,95,421,6.809999999999999e-146,418.0
XP_037908910.1,visual_opsin_S290,59.13,345,139,1,45,389,79,421,3.43e-150,432.0
XP_037908909.1,visual_opsin_S290,56.944,360,152,2,34,393,65,421,1.24e-149,430.0
XP_037906577.1,visual_opsin_S288,71.467,368,104,1,7,373,15,382,0.0,561.0
XP_037906576.1,visual_opsin_Panorpa_vul_UV,78.405,301,64,1,1,301,24,323,0.0,503.0
XP_037906575.1,visual_opsin_S288,69.832,358,106,2,17,372,26,383,0.0,533.0
XP_037906574.1,visual_opsin_S288,72.629,369,99,2,7,373,15,383,0.0,570.0
QCB20394.1,visual_opsin_S302,86.607,336,45,0,3,338,10,345,0.0,613.0
QCB20379.1,visual_opsin_S201,89.247,186,20,0,1,186,1,186,2.9400000000000003e-124,357.0
QCB20360.1,visual_opsin_S206,80.057,351,70,0,1,351,1,351,0.0,610.0
QCB20337.1,visual_opsin_S307,89.916,357,36,0,1,357,1,357,0.0,680.0
QCB20310.1,visual_opsin_S151,91.193,352,31,0,1,352,1,352,0.0,636.0
QCB20259.1,visual_opsin_S302,89.881,336,34,0,3,338,10,345,0.0,633.0
QCB20245.1,visual_opsin_S200,83.003,353,59,1,1,352,1,353,0.0,613.0
XP_069580247.1,visual_opsin_S296,74.26,338,62,3,1,313,1,338,0.0,511.0
XP_069578155.1,XP_019737420_Hippocampus_comes_VA_a,29.296,355,232,10,30,378,40,381,3.98e-43,151.0
XP_069573218.1,XP_026798920_Pangasianodon_hypophthalmus_VA_a,27.479,353,240,8,31,383,45,381,2.14e-35,130.0
XP_069570342.1,visual_opsin_Anotogaster_sieboldii_LWC1,30.408,319,189,8,3,298,11,319,1.1999999999999998e-38,136.0
XP_069570300.1,XP_040523482_opsin3_G_gallus,34.05,279,179,2,22,299,43,317,1.38e-47,161.0
XP_069569879.1,visual_opsin_Gryllus_bimaculatus_green1_ocellar,25.108,231,150,8,14,235,28,244,2.32e-09,54.3
XP_069563672.1,XP_040523482_opsin3_G_gallus,39.13,299,174,2,26,318,21,317,1.52e-74,233.0
XP_069560372.1,visual_opsin_S124,30.242,248,162,2,17,264,114,350,1.93e-35,128.0
XP_069560371.1,visual_opsin_Apis_mellifera_SW,28.333,300,201,5,17,306,22,317,3.19e-41,144.0
XP_069560370.1,visual_opsin_Epiophlebia_superstes_LWD1,28.739,341,192,8,11,342,17,315,5.26e-37,134.0
XP_069552630.1,XP_040523482_opsin3_G_gallus,38.642,383,206,6,22,380,17,394,7.45e-85,261.0
XP_069550262.1,XP_040523482_opsin3_G_gallus,40.55,291,164,3,33,317,30,317,1.84e-75,235.0
XP_069548162.1,XP_007254640_Astyanax_mexicanus_parapinopsin_b,33.096,281,178,4,21,300,33,304,6.029999999999999e-45,156.0
XP_069546767.1,visual_opsin_S198,89.049,347,38,0,6,352,2,348,0.0,633.0
XP_069546765.1,visual_opsin_S195,86.167,347,48,0,6,352,2,348,0.0,612.0
XP_069581143.1,visual_opsin_S287,34.783,253,156,2,53,305,58,301,4.62e-43,152.0
XP_069580166.1,visual_opsin_S54,91.545,343,28,1,1,342,1,343,0.0,662.0
XP_069580158.1,visual_opsin_S54,91.343,335,28,1,19,352,9,343,0.0,646.0
XP_069570301.1,visual_opsin_S206,82.336,351,62,0,1,351,1,351,0.0,625.0
XP_069570289.1,visual_opsin_S213,85.227,352,51,1,1,352,1,351,0.0,626.0
XP_069570004.1,visual_opsin_S305,93.557,357,23,0,1,357,1,357,0.0,695.0
XP_026755056.1,XP_041836700_Melanotaenia_boesemani_parapinopsin_b,25.243,309,205,8,17,311,8,304,2.76e-21,90.1
P35358.1,visual_opsin_S257,85.479,365,53,0,1,365,1,365,0.0,638.0
P35357.1,visual_opsin_S73,100.0,355,0,0,1,355,1,355,0.0,732.0
AAG61163.1,visual_opsin_S89,100.0,347,0,0,1,347,1,347,0.0,709.0
BAE19946.1,visual_opsin_S167,100.0,380,0,0,1,380,1,380,0.0,790.0
BAE19945.1,visual_opsin_S168,100.0,375,0,0,1,375,1,375,0.0,781.0
BAE19944.1,visual_opsin_S145,84.252,381,59,1,1,380,23,403,0.0,665.0
BAD66860.1,visual_opsin_Pieris_rapae_LW,100.0,323,0,0,34,356,1,323,0.0,662.0
ACB45447.1,visual_opsin_S64,100.0,352,0,0,1,352,1,352,0.0,723.0
P51471.1,visual_opsin_S75,100.0,355,0,0,1,355,1,355,0.0,733.0
P41592.1,visual_opsin_S127,100.0,369,0,0,1,369,1,369,0.0,758.0
NP_001278316.1,visual_opsin_S68,99.716,352,1,0,1,352,1,352,0.0,726.0
XP_062839456.1,visual_opsin_S88,99.424,347,2,0,1,347,1,347,0.0,708.0
XP_008102120.2,visual_opsin_S123,100.0,233,0,0,109,341,131,363,1.99e-174,485.0
XP_003216951.2,visual_opsin_S123,100.0,363,0,0,3,365,1,363,0.0,745.0
AAD32622.1,XP_062815016_Anolis_carolinensis_pinopsin,99.716,352,1,0,1,352,12,363,0.0,713.0
AAD32621.1,visual_opsin_S88,100.0,347,0,0,1,347,1,347,0.0,713.0
AAA62614.1,visual_opsin_S68,100.0,352,0,0,1,352,1,352,0.0,727.0
AAD42779.1,visual_opsin_S123,100.0,363,0,0,1,363,1,363,0.0,744.0
XP_042586308.1,visual_opsin_S108,95.763,354,15,0,1,354,1,354,0.0,704.0
XP_042582223.1,visual_opsin_S117,96.275,349,13,0,1,349,1,349,0.0,697.0
XP_042606965.1,visual_opsin_S287,30.961,281,183,3,53,333,58,327,3.4500000000000002e-43,152.0
XP_042603091.1,XP_033941701_Pseudochaenichthys_georgianus_parietopsin,31.849,292,192,4,5,293,26,313,1.2100000000000002e-47,161.0
XP_018973057.2,XP_030392523_Gopherus_evgoodei_pinopsin,29.969,327,201,9,22,332,34,348,2.0100000000000003e-43,150.0
XP_042590051.1,visual_opsin_S122,99.145,351,3,0,1,351,1,351,0.0,718.0
XP_018933433.2,visual_opsin_S82,97.199,357,10,0,1,357,1,357,0.0,720.0
XP_042618909.1,visual_opsin_S108,94.915,354,18,0,1,354,1,354,0.0,683.0
XP_042614605.1,visual_opsin_S118,96.275,349,13,0,1,349,1,349,0.0,699.0
XP_042613933.1,XP_006638720_opsin_3_Lepisosteus_oculatus,39.744,312,166,3,6,311,4,299,7.17e-78,241.0
XP_018960637.1,visual_opsin_S78,91.691,349,29,0,1,349,1,349,0.0,675.0
XP_018939240.1,XP_006638720_opsin_3_Lepisosteus_oculatus,39.024,287,166,2,29,309,15,298,9.49e-72,225.0
XP_018939239.1,XP_051786920_Erpetoichthys_calabaricus_pinopsin,34.722,360,220,5,2,351,3,357,3.46e-74,231.0
XP_018927099.1,NP_001104634_opsin3_D_rerio,41.158,311,163,6,51,350,32,333,9.26e-80,246.0
CAA96518.1,visual_opsin_S108,95.198,354,17,0,1,354,1,354,0.0,696.0
AAB06368.1,visual_opsin_S108,95.48,354,16,0,1,354,1,354,0.0,706.0
BAC76806.1,visual_opsin_S117,95.989,349,14,0,1,349,1,349,0.0,696.0
BAC78823.1,visual_opsin_S84,92.262,336,26,0,1,336,1,336,0.0,635.0
BAC78822.1,visual_opsin_S122,94.587,351,19,0,1,351,1,351,0.0,691.0
BAC76807.1,visual_opsin_S118,96.562,349,12,0,1,349,1,349,0.0,700.0
BAB32496.1,visual_opsin_S82,97.479,357,9,0,1,357,1,357,0.0,721.0
XP_068916041.1,visual_opsin_Sympetrum_frequens_LWA1,23.577,246,176,7,18,259,32,269,5.31e-12,62.0
XP_068916040.1,visual_opsin_Megoura_viciae_UV,24.39,287,201,9,19,300,33,308,2.34e-12,62.8
XP_068901576.1,visual_opsin_Tribolium_castaneum_UV,90.432,324,31,0,16,339,1,324,0.0,607.0
XP_068901565.1,visual_opsin_Tribolium_castaneum_UV,90.432,324,31,0,44,367,1,324,0.0,607.0
QLH90100.1,visual_opsin_Tribolium_castaneum_UV,90.123,324,32,0,31,354,1,324,0.0,603.0
QHF16563.1,visual_opsin_S242,83.69,374,58,2,1,373,1,372,0.0,648.0
APY20671.1,visual_opsin_S242,83.957,374,57,2,9,381,1,372,0.0,650.0
CAD23112.1,visual_opsin_S83,94.587,351,19,0,1,351,1,351,0.0,640.0
XP_029345627.1,visual_opsin_S290,44.258,357,175,3,19,356,93,444,3.86e-107,321.0
XP_029345445.1,visual_opsin_Baetis_sp_EP001_LW3,35.855,304,178,7,39,341,29,316,3.6e-52,176.0
XP_029347004.1,visual_opsin_Acyrthosiphon_pisum_UV2,89.474,323,0,1,36,324,1,323,0.0,585.0
XP_029347951.1,visual_opsin_S290,33.221,298,191,4,8,303,93,384,9.410000000000001e-56,184.0
XP_001951613.2,visual_opsin_Acyrthosiphon_pisum_UV2,100.0,323,0,0,36,358,1,323,0.0,673.0
XP_001951588.1,visual_opsin_Acyrthosiphon_pisum_UV1,100.0,323,0,0,31,353,1,323,0.0,669.0
AWM72033.1,visual_opsin_Rhopalosiphum_padi_LW,98.452,323,5,0,29,351,1,323,0.0,661.0
AWM72031.1,visual_opsin_S287,50.804,311,145,4,16,323,24,329,9.72e-103,306.0
XP_063537603.1,visual_opsin_S80,24.841,314,210,10,36,337,33,332,8.35e-21,89.4
J9L0Z6,visual_opsin_Baetis_sp_EP001_LW3,35.855,304,178,7,4,306,29,316,2.2699999999999997e-54,176.0
U3IU26,XP_006782785_Neolamprologus_brichardi_parietopsin,25.074,339,203,2,2,340,31,318,1.11e-40,142.0
XP_010818828,XP_026778752_Pangasianodon_hypophthalmus_parietopsin,27.434,226,145,2,88,294,77,302,1.5e-20,86.7
XP_008058289,visual_opsin_Cloeon_dipterum_LWS3,40.789,304,163,5,3,305,28,315,4.4300000000000004e-72,221.0
A0A0R4IEG0,visual_opsin_Xenos_vesparum_LW1_partial,34.44,241,153,2,8,245,28,266,1.1900000000000002e-37,134.0
XP_012724596,visual_opsin_Frankliniella_occidentalis_LW2,30.094,319,187,5,2,312,27,317,5.17e-49,162.0
F6SMD5,XP_048407487_VA_long_opsin_a_Stegostoma_tigrinum,30.392,306,175,3,2,306,51,319,2.06e-45,154.0
Q80XL3,XP_040292238_Bufo_bufo_VA,29.448,326,186,3,6,331,33,314,1.81e-46,158.0
M3YAY1,XP_018083887_Xenopus_laevis_VA,30.65,323,183,3,6,328,33,314,7.32e-48,161.0
G1PJY3,XP_018083887_Xenopus_laevis_VA,29.052,327,186,3,6,331,33,314,1.2399999999999999e-45,155.0
XP_005748590,XP_040523482_opsin3_G_gallus,37.309,327,151,5,2,319,36,317,2.95e-71,222.0
P31356.2,visual_opsin_Baetis_sp_AD2013_LW3,42.712,295,164,4,10,303,28,318,3.1900000000000003e-86,258.0
A0A059NTD1,XP_051238028_Dicentrarchus_labrax_parietopsin,29.775,178,122,2,18,195,56,230,3.35e-26,104.0
AMP|TeSal|LWS|GDUJ01056749.1,visual_opsin_S264,66.867,332,110,0,5,336,16,347,2.1200000000000002e-173,483.0
AMP|TeSal|LWS|GDUJ01056750.1,visual_opsin_S242,67.385,325,106,0,13,337,22,346,6.349999999999999e-170,474.0
AMP|TeSal|MWS|GDUJ01058424.1,visual_opsin_S291,47.123,365,184,3,13,372,2,362,1.24e-117,342.0
AMP|TeSal|NEUR|GDUJ01037444.1,XP_040523482_opsin3_G_gallus,29.268,287,182,5,28,305,43,317,1.89e-35,129.0
DEC|Cashu|LWS|O16018.1,visual_opsin_S264,64.452,301,107,0,1,301,36,336,7.13e-149,419.0
DEC|Proclar|LWS|ALJ26467,visual_opsin_S264,64.62,342,121,0,13,354,16,357,1.89e-173,484.0
DEC|Proclar|UVS|ALJ26468,visual_opsin_Locusta_migratoria_UV,60.123,326,128,1,24,349,1,324,5.59e-155,435.0
DEC|Prmil|LWS|O16020.1,visual_opsin_S264,63.787,301,109,0,1,301,36,336,2.1e-151,425.0
DEC|Hoame|LWS|GEBG01003046.1,visual_opsin_S264,70.487,349,103,0,2,350,13,361,0.0,528.0
DEC|Hoame|LWS|GEBG01002274.1,visual_opsin_S264,67.93,343,110,0,4,346,15,357,0.0,506.0
DEC|Hoame|MWS|GEBG01045558.1,visual_opsin_S242,44.892,372,194,4,5,368,7,375,2.1700000000000002e-116,339.0
DEC|Hoame|NEUR|GEBG01053661.1,XP_005996890_opsin_3_Latimeria_chalumnae,27.541,305,190,6,72,374,24,299,6.51e-31,118.0
DEC|Hoame|PER|GEBG01024304.1,XP_008410053_Poecilia_reticulata_parietopsin,31.884,276,185,3,46,320,38,311,7.29e-47,158.0
DEC|Hoame|Rh7|GEBG01043356.1,visual_opsin_S290,42.535,355,181,2,28,373,94,434,2.2799999999999998e-98,297.0
DEC|Nenor|LWS|TRINITY_DN39887_c5_g3_i2,visual_opsin_S264,71.724,145,41,0,206,350,217,361,6.09e-71,222.0
DEC|Nenor|MWS|TRINITY_DN40381_c2_g1_i1,visual_opsin_S242,45.604,364,192,4,5,368,7,364,9.999999999999999e-116,337.0
DEC|Nenor|MWS|TRINITY_DN40238_c0_g2_i1,visual_opsin_Asiagomphus_melaenops_UV,49.31,290,143,4,3,291,37,323,1.8499999999999998e-98,289.0
DEC|Nenor|PER|TRINITY_DN39699_c2_g2_i4,XP_062815016_Anolis_carolinensis_pinopsin,33.443,305,196,5,37,338,21,321,5.09e-47,159.0
DEC|Nenor|UVS|TRINITY_DN40238_c0_g1_i1,visual_opsin_Ceratosolen_solmsi_UV,60.308,325,127,1,24,348,1,323,1.6e-153,431.0
DEC|Opgra|LWS|KP234271.1,visual_opsin_S264,66.118,304,103,0,1,304,13,316,1.5799999999999998e-150,423.0
DEC|Opgra|MWS|KP234273.1,visual_opsin_S271,43.017,358,198,6,18,373,18,371,2.27e-101,301.0
DEC|Sydeb|MWS|KP234267.1,visual_opsin_Euroleon_nostras_LW,48.052,308,158,2,1,308,15,320,1.5400000000000001e-105,308.0
DEC|Sydeb|MWS|KP234272.1,visual_opsin_Cerapachys_biroi_UV,45.171,321,171,4,41,358,5,323,4.75e-102,301.0
DEC|Jaedw|LWS|TRINITY_DN17377_c0_g1_i1,visual_opsin_S264,65.143,350,122,0,1,350,12,361,2.28e-175,488.0
DEC|Camae|MWS|TRINITY_DN16550_c0_g1_i1,visual_opsin_S242,48.795,332,168,2,18,349,19,348,5.37e-114,333.0
DEC|Camae|MWS|TRINITY_DN16550_c0_g2_i1,visual_opsin_S242,43.478,345,192,3,5,349,7,348,1.02e-101,301.0
DEC|Camae|NEUR|TRINITY_DN11034_c0_g1_i1,visual_opsin_S287,29.924,264,167,5,87,345,46,296,1.28e-35,131.0
DEC|Camae|Rh7|TRINITY_DN78883_c0_g1_i1,visual_opsin_S290,46.13,323,160,1,36,358,94,402,6.04e-101,304.0
DEC|Camae|UVS|TRINITY_DN20290_c2_g1_i1,visual_opsin_S286,60.831,337,129,2,20,356,19,352,5.71e-161,452.0
DEC|Potri|MWS|GFFJ01043922.1,visual_opsin_Euroleon_nostras_LW,48.718,312,158,2,29,340,2,311,3.4e-109,318.0
DEC|Potri|MWS|GFFJ01063125.1,visual_opsin_Xanthostigma_xanthostigma_LW2,50.156,321,158,2,29,349,2,320,2.83e-116,337.0
DEC|Hesan|MWS|BAA09132,visual_opsin_Euroleon_nostras_LW,46.106,321,171,2,29,349,2,320,8.68e-109,318.0
DEC|Hesan|MWS|BAA09133,visual_opsin_Aspisoma_sp_LW,47.664,321,166,2,29,349,2,320,3.5800000000000004e-110,321.0
EUP|EuSup|LWS|KU682724.1,visual_opsin_S250,56.695,351,150,1,12,360,24,374,6.29e-156,439.0
EUP|EuSup|MWS|KU682723.1,visual_opsin_S270,43.989,366,200,5,4,368,8,369,2.62e-110,324.0
EUP|EuSup|MWS|KU682722.1,visual_opsin_Nephotettix_cincticeps_LW,48.598,321,163,2,18,338,2,320,2.88e-110,322.0
EUP|EuSup|MWS|KU682720.1,visual_opsin_S242,43.454,359,197,4,20,376,19,373,9.46e-102,302.0
EUP|EuSup|MWS|KU682721.1,visual_opsin_S242,40.223,358,209,5,19,374,19,373,1.08e-93,281.0
EUP|EuSup|PER|KU682725.1,XP_008410053_Poecilia_reticulata_parietopsin,31.507,292,183,5,28,315,38,316,4.48e-49,164.0
EUP|MeNor|LWS|GETT01283780.1,visual_opsin_S250,58.501,347,144,0,12,358,24,370,2.0600000000000002e-156,441.0
EUP|MeNor|MWS|GETT01397515.1,visual_opsin_Atta_cephalotes_LW1,45.231,325,175,3,26,350,1,322,8.63e-98,289.0
EUP|MeNor|MWS|GETT01199524.1,visual_opsin_S242,43.978,357,192,3,22,378,16,364,1.7499999999999998e-104,309.0
EUP|MeNor|MWS|GETT01096125.1,visual_opsin_Euroleon_nostras_LW,43.75,320,178,2,29,348,3,320,8.27e-96,285.0
EUP|MeNor|MWS|GETT01096124.1,visual_opsin_Ephemera_danica_LWS3,45.201,323,173,3,26,348,1,319,5.35e-98,290.0
EUP|MeNor|MWS|GETT01042517.1,visual_opsin_Orthetrum_albistylum_LW6,45.39,282,152,2,2,283,41,320,1.07e-83,251.0
EUP|MeNor|MWS|GETT01007359.1,visual_opsin_Polistes_dominula_LW2,46.729,321,168,2,26,346,2,319,2.61e-108,317.0
EUP|MeNor|Rc|GETT01182115.1,visual_opsin_Limnephilus_lunatus_LW1,43.168,322,178,4,8,325,2,322,2.4599999999999997e-89,267.0
EUP|MeNor|Rc|GETT01285495.1,visual_opsin_Frankliniella_occidentalis_LW1,41.009,317,184,1,13,326,5,321,2.22e-92,275.0
EUP|MeNor|PER|GETT01290367.1,XP_008410053_Poecilia_reticulata_parietopsin,33.094,278,179,4,31,305,38,311,1.41e-52,173.0
MYS|Prafle|MWS|TRINITY_DN1029_c0_g1_i4,visual_opsin_Culex_quinquefasciatus_GPROP6_LW,45.603,307,166,1,28,334,1,306,1.76e-101,298.0
MYS|Prafle|MWS|TRINITY_DN178_c0_g1_i11,visual_opsin_Fopius_arisanus_LW1,46.844,301,159,1,18,318,23,322,4.88e-102,299.0
MYS|Prafle|MWS|TRINITY_DN178_c0_g1_i41,visual_opsin_Fopius_arisanus_LW1,47.205,322,169,1,27,348,2,322,1.06e-112,328.0
MYS|Prafle|MWS|TRINITY_DN178_c0_g1_i14,visual_opsin_Fopius_arisanus_LW1,47.516,322,168,1,27,348,2,322,6.05e-114,331.0
MYS|Prafle|MWS|TRINITY_DN178_c0_g1_i27,visual_opsin_Fopius_arisanus_LW1,48.062,258,134,0,27,284,2,259,2.9199999999999996e-89,265.0
MYS|Prafle|MWS|TRINITY_DN178_c0_g1_i43,visual_opsin_Fopius_arisanus_LW1,47.287,258,136,0,29,286,2,259,5.33e-88,262.0
MYS|Prafle|MWS|TRINITY_DN388_c0_g1_i5,visual_opsin_Ephemera_danica_LWS2b,43.137,306,167,1,30,335,2,300,1.01e-93,280.0
MYS|Prafle|MWS|TRINITY_DN198_c0_g1_i24,visual_opsin_Fopius_arisanus_LW1,48.718,312,158,2,21,332,13,322,3.54e-113,328.0
MYS|Prafle|UVS|TRINITY_DN1362_c0_g1_i3,visual_opsin_S143,43.516,347,194,1,33,379,29,373,6.08e-105,310.0
STO|Pscil|LWS|contig03150,visual_opsin_S264,62.797,379,140,1,43,420,1,379,3.42e-178,500.0
STO|Pscil|LWS|contig03154,visual_opsin_S264,64.82,361,126,1,13,372,1,361,5.260000000000001e-179,501.0
STO|Pscil|LWS|contig03386,visual_opsin_S264,68.611,360,109,1,6,361,1,360,0.0,536.0
STO|Pscil|LWS|contig03405,visual_opsin_S265,66.571,350,117,0,44,393,7,356,0.0,522.0
STO|Pscil|LWS|contig03423,visual_opsin_S265,90.054,372,36,1,50,420,1,372,0.0,699.0
STO|Pscil|UVS|contig03244,visual_opsin_Ceratosolen_solmsi_UV,59.692,325,129,1,51,375,1,323,2.24e-153,432.0
STO|Neoer|LWS|QIW86049,visual_opsin_S264,70.286,350,103,1,1,349,12,361,0.0,526.0
STO|Neoer|LWS|QIW86023,visual_opsin_Metrius_contractus_LW,71.739,322,91,0,20,341,2,323,4.32e-180,498.0
STO|Neoer|LWS|QIW86035,visual_opsin_S264,65.429,350,121,0,1,350,12,361,6.96e-179,497.0
STO|Neoer|LWS|QIW86038,visual_opsin_S264,77.097,310,71,0,1,310,52,361,0.0,511.0
STO|Neoer|LWS|QIW86029,visual_opsin_S264,74.857,350,88,0,1,350,12,361,0.0,565.0
STO|Neoer|LWS|QIW86043,visual_opsin_S264,87.749,351,43,0,1,351,11,361,0.0,647.0
STO|Neoer|LWS|QIW86041,visual_opsin_S264,100.0,357,0,0,1,357,11,367,0.0,738.0
STO|Neoer|LWS|QIW86042,visual_opsin_S264,94.587,351,19,0,1,351,11,361,0.0,691.0
